"Gene","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_021342655.1","GCA_021534865.1","GCA_021697815.1","GCA_021890555.1"
"arsC_00064","arsenate reductase (glutaredoxin)","3","3","1.0","360","360","360.0","GCA_021342655.1-NZ_JAJTPH010000016.1-894-cds-WP_000166449.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2748-cds-WP_022645972.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1364-cds-WP_000166449.1"
"eutQ","ethanolamine utilization acetate kinase EutQ","3","3","1.0","642","702","682.0","GCA_021342655.1-NZ_JAJTPH010000016.1-919-cds-WP_241866707.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2787-cds-WP_000733881.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1403-cds-WP_000733903.1"
"eutG","ethanolamine utilization ethanol dehydrogenase EutG","3","3","1.0","1188","1188","1188.0","GCA_021342655.1-NZ_JAJTPH010000016.1-926-cds-WP_001296283.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2794-cds-WP_001178774.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1410-cds-WP_001297322.1"
"hemF","oxygen-dependent coproporphyrinogen oxidase","3","3","1.0","900","900","900.0","GCA_021342655.1-NZ_JAJTPH010000016.1-934-cds-WP_001296282.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2802-cds-WP_024181828.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1418-cds-WP_000801367.1"
"murQ","N-acetylmuramic acid 6-phosphate etherase","3","3","1.0","897","897","897.0","GCA_021342655.1-NZ_JAJTPH010000016.1-942-cds-WP_001175628.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2810-cds-WP_001175617.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1426-cds-WP_001175648.1"
"yfeK","YfeK family protein","3","3","1.0","369","369","369.0","GCA_021342655.1-NZ_JAJTPH010000016.1-949-cds-LXO36_RS17525","","GCA_021697815.1-NZ_JAJPUS010000002.1-2818-cds-WP_000719965.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1434-cds-WP_000719943.1"
"groups_929","outer membrane protein, membrane protein","3","3","1.0","765","765","765.0","GCA_021342655.1-NZ_JAJTPH010000016.1-961-cds-WP_000716367.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2830-cds-WP_000716372.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1446-cds-WP_000716421.1"
"xapA","xanthosine phosphorylase","3","3","1.0","834","834","834.0","GCA_021342655.1-NZ_JAJTPH010000016.1-962-cds-WP_000283881.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2831-cds-WP_000283882.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1447-cds-WP_000084573.1"
"emrK","multidrug efflux MFS transporter periplasmic adaptor subunit EmrK","3","3","1.0","1110","1164","1146.0","GCA_021342655.1-NZ_JAJTPH010000017.1-981-cds-WP_151340975.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2870-cds-WP_000435153.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1486-cds-WP_000435174.1"
"dsdC","DNA-binding transcriptional regulator DsdC","2","2","1.0","936","936","936.0","GCA_021342655.1-NZ_JAJTPH010000017.1-985-cds-WP_001296270.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2874-cds-WP_022645937.1",""
"fadL","long-chain fatty acid transporter FadL","3","3","1.0","1341","1341","1341.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1000-cds-WP_001296262.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2879-cds-WP_001361541.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1498-cds-WP_001296861.1"
"fadJ","fatty acid oxidation complex subunit alpha FadJ","3","3","1.0","2145","2145","2145.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1003-cds-WP_000425017.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2882-cds-WP_022645934.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1501-cds-WP_000426164.1"
"sixA","phosphohistidine phosphatase SixA","3","3","1.0","486","486","486.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1004-cds-WP_001195810.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2883-cds-WP_022645933.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1502-cds-WP_001195819.1"
"pdxB","4-phosphoerythronate dehydrogenase PdxB","3","3","1.0","1113","1137","1129.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1023-cds-WP_024188334.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2904-cds-WP_022645924.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1521-cds-WP_000699121.1"
"dedD","cell division protein DedD","3","3","1.0","651","681","665.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1029-cds-WP_152770458.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2910-cds-WP_000146993.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1527-cds-WP_000146992.1"
"yfcH","TIGR01777 family oxidoreductase","3","3","1.0","894","894","894.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1038-cds-WP_001028309.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2920-cds-WP_000706596.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1537-cds-WP_001028339.1"
"yfbM","YfbM family protein","3","3","1.0","504","504","504.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1067-cds-WP_000525373.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2949-cds-WP_000525343.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1566-cds-WP_000525365.1"
"yfbL","M28 family metallopeptidase","2","2","1.0","972","975","974.0","GCA_021342655.1-NZ_JAJTPH010000017.1-1068-cds-WP_001531844.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2950-cds-WP_022645918.1",""
"yejF","microcin C ABC transporter ATP-binding protein YejF","4","4","1.0","1278","1590","1512.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1077-cds-LXO36_RS18060","GCA_021534865.1-NZ_CP091038.1-75-cds-WP_000194927.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3043-cds-WP_022645887.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1670-cds-WP_000194940.1"
"rplY","50S ribosomal protein L25","4","4","1.0","285","285","285.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1082-cds-WP_000494186.1","GCA_021534865.1-NZ_CP091038.1-70-cds-WP_000494183.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3038-cds-WP_000494186.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1665-cds-WP_000494183.1"
"eco","serine protease inhibitor ecotin","4","4","1.0","489","510","500.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1105-cds-WP_000712252.1","GCA_021534865.1-NZ_CP091038.1-48-cds-WP_000712249.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3015-cds-WP_000849212.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1620-cds-WP_000849209.1"
"alkB","DNA oxidative demethylase AlkB","4","4","1.0","651","651","651.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1108-cds-WP_000884927.1","GCA_021534865.1-NZ_CP091038.1-45-cds-WP_000885006.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3012-cds-WP_022645893.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1617-cds-WP_000884942.1"
"ada","bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada","4","4","1.0","1065","1065","1065.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1109-cds-WP_000872491.1","GCA_021534865.1-NZ_CP091038.1-44-cds-WP_000710372.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3011-cds-WP_000786378.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1616-cds-WP_000710370.1"
"apbE","FAD:protein FMN transferase ApbE","4","4","1.0","1056","1056","1056.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1110-cds-WP_000406076.1","GCA_021534865.1-NZ_CP091038.1-43-cds-WP_000406085.1","GCA_021697815.1-NZ_JAJPUS010000002.1-3010-cds-WP_022645894.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1615-cds-WP_000406098.1"
"yfaP","YfaP family protein","4","4","1.0","777","777","777.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1121-cds-WP_001225878.1","GCA_021534865.1-NZ_CP091038.1-32-cds-WP_001225851.1","GCA_021697815.1-NZ_JAJPUS010000002.1-2999-cds-WP_001225848.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1610-cds-WP_023142834.1"
"yfaQ","YfaQ family protein","4","4","1.0","1623","1650","1643.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1122-cds-WP_152770460.1","GCA_021534865.1-NZ_CP091038.1-31-cds-WP_001104549.1","GCA_021697815.1-NZ_JAJPUS010000002.1-2998-cds-WP_022645898.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1609-cds-WP_001104541.1"
"groups_949","alpha-2-macroglobulin family protein","4","4","1.0","4515","4605","4538.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1123-cds-WP_072093896.1","GCA_021534865.1-NZ_CP091038.1-30-cds-WP_000536490.1","GCA_021697815.1-NZ_JAJPUS010000002.1-2997-cds-IHV48_RS05320","GCA_021890555.1-NZ_JAKLOD010000001.1-1608-cds-WP_000536524.1"
"inaA","lipopolysaccharide kinase InaA","4","4","1.0","651","651","651.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1132-cds-WP_000301031.1","GCA_021534865.1-NZ_CP091038.1-20-cds-WP_000301050.1","GCA_021697815.1-NZ_JAJPUS010000002.1-2987-cds-WP_000301031.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1599-cds-WP_000301046.1"
"yfaU","2-keto-3-deoxy-L-rhamnonate aldolase","3","3","1.0","804","804","804.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1140-cds-WP_000992982.1","GCA_021534865.1-NZ_CP091038.1-10-cds-WP_000992954.1","GCA_021697815.1-NZ_JAJPUS010000002.1-2977-cds-WP_000992957.1",""
"yfaY","nicotinamide mononucleotide deamidase-related protein YfaY","3","3","1.0","1203","1203","1203.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1144-cds-WP_000921607.1","","GCA_021697815.1-NZ_JAJPUS010000002.1-2973-cds-WP_022645907.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1589-cds-WP_000921642.1"
"yfaZ","YfaZ family outer membrane protein","4","4","1.0","543","543","543.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1145-cds-WP_001296251.1","GCA_021534865.1-NZ_CP091038.1-5-cds-WP_235392027.1","GCA_021697815.1-NZ_JAJPUS010000002.1-2972-cds-WP_000717009.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1588-cds-WP_000717009.1"
"nudI","nucleoside triphosphatase NudI","3","3","1.0","426","426","426.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1146-cds-LXO36_RS18405","","GCA_021697815.1-NZ_JAJPUS010000002.1-2971-cds-WP_001249884.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1587-cds-WP_001249889.1"
"ais","lipopolysaccharide core heptose(II)-phosphate phosphatase Ais","4","4","1.0","603","624","608.0","GCA_021342655.1-NZ_JAJTPH010000018.1-1147-cds-WP_152770455.1","GCA_021534865.1-NZ_CP091038.1-3-cds-WP_000879112.1","GCA_021697815.1-NZ_JAJPUS010000002.1-2970-cds-WP_022645908.1","GCA_021890555.1-NZ_JAKLOD010000001.1-1586-cds-WP_001297077.1"
"fumB","class I fumarate hydratase","4","4","1.0","1647","1647","1647.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1161-cds-WP_000066701.1","GCA_021534865.1-NZ_CP091038.1-3083-cds-WP_000066681.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5167-cds-WP_000066697.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4265-cds-WP_000066681.1"
"fumB_00065","class I fumarate hydratase","4","4","1.0","1647","1647","1647.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1483-cds-WP_000066622.1","GCA_021534865.1-NZ_CP091038.1-920-cds-WP_000066639.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3382-cds-WP_000066623.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2281-cds-WP_000066639.1"
"melR","transcriptional regulator MelR","4","4","1.0","909","936","916.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1164-cds-WP_255201281.1","GCA_021534865.1-NZ_CP091038.1-3087-cds-WP_001090758.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5164-cds-WP_022646453.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4269-cds-WP_001090768.1"
"eptA","phosphoethanolamine transferase EptA","4","4","1.0","1644","1644","1644.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1168-cds-WP_001296660.1","GCA_021534865.1-NZ_CP091038.1-3091-cds-WP_001298860.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5160-cds-WP_022646450.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4273-cds-WP_001365997.1"
"crfC","clamp-binding protein CrfC","4","4","1.0","2229","2229","2229.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1174-cds-WP_000288541.1","GCA_021534865.1-NZ_CP091038.1-3097-cds-WP_000288604.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5154-cds-WP_022646448.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4279-cds-WP_000288588.1"
"yjdN","VOC family metalloprotein YjdN","4","4","1.0","444","444","444.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1176-cds-WP_001131346.1","GCA_021534865.1-NZ_CP091038.1-3099-cds-WP_001131335.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5152-cds-WP_001131318.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4281-cds-WP_001131322.1"
"phnG","phosphonate C-P lyase system protein PhnG","4","4","1.0","453","453","453.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1181-cds-WP_000542778.1","GCA_021534865.1-NZ_CP091038.1-3104-cds-WP_000542790.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5147-cds-WP_000542803.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4286-cds-WP_000542796.1"
"phnI","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI","3","3","1.0","1065","1065","1065.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1183-cds-WP_001296656.1","","GCA_021697815.1-NZ_JAJPUS010000008.1-5145-cds-WP_000289069.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4288-cds-WP_001356010.1"
"alsE","D-allulose-6-phosphate 3-epimerase","3","3","1.0","696","696","696.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1197-cds-WP_001296654.1","GCA_021534865.1-NZ_CP091038.1-3120-cds-WP_001311314.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5131-cds-WP_001311314.1",""
"nrfE","heme lyase CcmF/NrfE family subunit","4","4","1.0","1719","1719","1719.0","GCA_021342655.1-NZ_JAJTPH010000019.1-1214-cds-WP_071550262.1","GCA_021534865.1-NZ_CP091038.1-3132-cds-WP_071702864.1","GCA_021697815.1-NZ_JAJPUS010000008.1-5119-cds-WP_071788130.1","GCA_021890555.1-NZ_JAKLOD010000001.1-4308-cds-WP_071526394.1"
"lpxM","lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase","4","4","1.0","972","972","972.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1236-cds-WP_001296141.1","GCA_021534865.1-NZ_CP091038.1-1171-cds-WP_000448381.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3630-cds-WP_000448381.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2012-cds-WP_000448381.1"
"lpxM_00066","lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase","1","1","1.0","945","945","945","","GCA_021534865.1-NZ_CP091038.1-2857-cds-WP_001300018.1","",""
"yebE","tellurite resistance TerB family protein","4","4","1.0","660","660","660.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1245-cds-WP_000024724.1","GCA_021534865.1-NZ_CP091038.1-1162-cds-WP_000024745.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3621-cds-WP_022645805.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2035-cds-WP_000024748.1"
"pphA","protein-serine/threonine phosphatase","4","4","1.0","657","657","657.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1253-cds-WP_000812745.1","GCA_021534865.1-NZ_CP091038.1-1154-cds-WP_000812724.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3613-cds-WP_022645801.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2043-cds-WP_024258105.1"
"mgrB","PhoP/PhoQ regulator MgrB","4","4","1.0","144","144","144.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1266-cds-LXO36_RS00180","GCA_021534865.1-NZ_CP091038.1-1141-cds-WP_000714550.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3600-cds-WP_000714550.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2056-cds-WP_000714550.1"
"rlmA","23S rRNA (guanine(745)-N(1))-methyltransferase","4","4","1.0","810","810","810.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1270-cds-WP_000010096.1","GCA_021534865.1-NZ_CP091038.1-1137-cds-WP_000010107.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3596-cds-WP_000010103.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2060-cds-WP_000010116.1"
"nudL","CoA pyrophosphatase","4","4","1.0","564","579","575.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1279-cds-WP_152770654.1","GCA_021534865.1-NZ_CP091038.1-1128-cds-WP_000456723.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3587-cds-WP_000456733.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2069-cds-WP_000456725.1"
"pabB","aminodeoxychorismate synthase component 1","4","4","1.0","1362","1362","1362.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1280-cds-WP_000854961.1","GCA_021534865.1-NZ_CP091038.1-1127-cds-WP_000854972.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3586-cds-WP_022645792.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2070-cds-WP_000855019.1"
"yoaG","DUF1869 domain-containing protein","4","4","1.0","183","189","184.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1293-cds-WP_000513737.1","GCA_021534865.1-NZ_CP091038.1-1111-cds-WP_000513737.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3570-cds-WP_000513737.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2089-cds-WP_063090861.1"
"dgcP","diguanylate cyclase DgcP","4","4","1.0","972","1026","1012.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1297-cds-WP_241866704.1","GCA_021534865.1-NZ_CP091038.1-1107-cds-WP_001310896.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3566-cds-WP_012311583.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2095-cds-WP_001306169.1"
"yoaF","DUF333 domain-containing lipoprotein YoaF","4","4","1.0","255","255","255.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1298-cds-WP_000691930.1","GCA_021534865.1-NZ_CP091038.1-1106-cds-WP_000691930.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3565-cds-WP_000691930.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2096-cds-WP_000691905.1"
"yeaO","DUF488 domain-containing protein","4","4","1.0","348","348","348.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1299-cds-WP_001296129.1","GCA_021534865.1-NZ_CP091038.1-1105-cds-WP_001326526.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3564-cds-WP_001317878.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2097-cds-WP_001297652.1"
"nimR","DNA-binding transcriptional regulator NimR","4","4","1.0","822","822","822.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1301-cds-WP_000972261.1","GCA_021534865.1-NZ_CP091038.1-1103-cds-WP_000972248.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3562-cds-WP_000972243.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2099-cds-WP_000972246.1"
"mipA","scaffolding protein MipA","4","4","1.0","729","747","742.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1309-cds-WP_063270166.1","GCA_021534865.1-NZ_CP091038.1-1095-cds-L1O49_RS05405","GCA_021697815.1-NZ_JAJPUS010000003.1-3554-cds-WP_022645785.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2107-cds-WP_000163771.1"
"yeaC","YeaC family protein","4","4","1.0","273","273","273.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1314-cds-WP_001046792.1","GCA_021534865.1-NZ_CP091038.1-1090-cds-WP_001046790.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3549-cds-WP_001046791.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2112-cds-WP_001046790.1"
"pncA","bifunctional nicotinamidase/pyrazinamidase, bifunctional pyrazinamidase/nicotinamidase","4","4","1.0","642","642","642.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1323-cds-WP_001135068.1","GCA_021534865.1-NZ_CP091038.1-1081-cds-WP_001135066.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3540-cds-WP_001135072.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2121-cds-WP_001120527.1"
"topB","DNA topoisomerase III","4","4","1.0","1956","1962","1959.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1329-cds-WP_001235830.1","GCA_021534865.1-NZ_CP091038.1-1076-cds-WP_001235800.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3535-cds-WP_022645779.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2126-cds-WP_001235796.1"
"ynjH","YnjH family protein","4","4","1.0","261","273","270.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1331-cds-WP_001490150.1","GCA_021534865.1-NZ_CP091038.1-1073-cds-WP_000085240.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3533-cds-WP_000085229.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2129-cds-WP_000085238.1"
"ynjB","ABC transporter substrate-binding protein","4","4","1.0","1167","1167","1167.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1337-cds-WP_001215365.1","GCA_021534865.1-NZ_CP091038.1-1067-cds-WP_001215344.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3527-cds-WP_022645775.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2135-cds-WP_001215355.1"
"ynjA","carboxymuconolactone decarboxylase family protein","4","4","1.0","549","549","549.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1338-cds-WP_000524076.1","GCA_021534865.1-NZ_CP091038.1-1066-cds-WP_000524097.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3526-cds-WP_000524083.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2136-cds-WP_000524070.1"
"ydjY","lipoprotein YdjY","4","4","1.0","678","678","678.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1340-cds-WP_000939207.1","GCA_021534865.1-NZ_CP091038.1-1064-cds-WP_000077952.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3524-cds-WP_000939223.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2138-cds-WP_000077947.1"
"ydjX","TVP38/TMEM64 family protein","4","4","1.0","711","711","711.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1341-cds-WP_001296115.1","GCA_021534865.1-NZ_CP091038.1-1063-cds-WP_001299560.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3523-cds-WP_022645773.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2139-cds-WP_001315661.1"
"xthA","exodeoxyribonuclease III","4","4","1.0","807","807","807.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1342-cds-WP_000673940.1","GCA_021534865.1-NZ_CP091038.1-1062-cds-WP_000673918.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3522-cds-WP_000673927.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2140-cds-WP_000673918.1"
"astC","succinylornithine/acetylornithine transaminase","4","4","1.0","1221","1221","1221.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1343-cds-WP_000082031.1","GCA_021534865.1-NZ_CP091038.1-1061-cds-WP_000081986.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3521-cds-WP_000081988.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2141-cds-WP_000081983.1"
"astB","N-succinylarginine dihydrolase","4","4","1.0","1344","1344","1344.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1346-cds-WP_000994985.1","GCA_021534865.1-NZ_CP091038.1-1058-cds-WP_000994974.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3518-cds-WP_022645771.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2144-cds-WP_000995005.1"
"ves","environmental stress-induced protein Ves","4","4","1.0","576","576","576.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1349-cds-WP_000455604.1","GCA_021534865.1-NZ_CP091038.1-1055-cds-WP_001300480.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3515-cds-WP_001563457.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2147-cds-WP_001297807.1"
"ghoS","type V toxin-antitoxin system endoribonuclease antitoxin GhoS","4","4","1.0","291","291","291.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1366-cds-WP_000146146.1","GCA_021534865.1-NZ_CP091038.1-1037-cds-WP_000146162.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3497-cds-WP_000146149.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2165-cds-WP_000146159.1"
"btuE","bifunctional thioredoxin/glutathione peroxidase","4","4","1.0","552","552","552.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1381-cds-WP_001154187.1","GCA_021534865.1-NZ_CP091038.1-1022-cds-WP_001154168.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3482-cds-WP_001154187.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2180-cds-WP_001154187.1"
"ydiT","ferredoxin family protein","4","4","1.0","294","294","294.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1391-cds-WP_000081065.1","GCA_021534865.1-NZ_CP091038.1-1012-cds-WP_000081084.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3472-cds-WP_000081071.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2190-cds-WP_000081071.1"
"ydiS","FAD-dependent oxidoreductase","4","4","1.0","1290","1290","1290.0","GCA_021342655.1-NZ_JAJTPH010000001.1-1392-cds-WP_001278509.1","GCA_021534865.1-NZ_CP091038.1-1011-cds-WP_001278531.1","GCA_021697815.1-NZ_JAJPUS010000003.1-3471-cds-WP_022645757.1","GCA_021890555.1-NZ_JAKLOD010000001.1-2191-cds-WP_001287813.1"
