gene_id,sample_id,seq_id,length,gene_name,gene_product,gene_index,strand
GCA_021342655.1-NZ_JAJTPH010000005.1-4471-cds-LXO36_RS08560,GCA_021342655.1,NZ_JAJTPH010000005.1,1983,fhuB,Fe(3+)-hydroxamate ABC transporter permease FhuB,46,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4472-cds-WP_001295787.1,GCA_021342655.1,NZ_JAJTPH010000005.1,891,fhuD,Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD,47,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4473-cds-WP_001295786.1,GCA_021342655.1,NZ_JAJTPH010000005.1,798,fhuC,Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC,48,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4475-cds-WP_233291379.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1011,,fimbrial protein,49,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4476-cds-WP_000926360.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2478,,fimbrial biogenesis outer membrane usher protein,50,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4477-cds-WP_000110510.1,GCA_021342655.1,NZ_JAJTPH010000005.1,717,,molecular chaperone,51,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4478-cds-WP_001035606.1,GCA_021342655.1,NZ_JAJTPH010000005.1,567,,type 1 fimbrial protein,52,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4479-cds-WP_000918160.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2526,mrcB,bifunctional glycosyl transferase/transpeptidase,53,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4480-cds-WP_000938582.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2475,hrpB,ATP-dependent helicase HrpB,54,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4481-cds-WP_001294702.1,GCA_021342655.1,NZ_JAJTPH010000005.1,531,thpR,RNA 2'%2C3'-cyclic phosphodiesterase,55,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4482-cds-WP_000396050.1,GCA_021342655.1,NZ_JAJTPH010000005.1,705,sfsA,DNA/RNA nuclease SfsA,56,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4483-cds-WP_001155227.1,GCA_021342655.1,NZ_JAJTPH010000005.1,456,dksA,RNA polymerase-binding protein DksA,57,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4484-cds-WP_032140777.1,GCA_021342655.1,NZ_JAJTPH010000005.1,897,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,58,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4485-cds-WP_000174644.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1419,pcnB,polynucleotide adenylyltransferase PcnB,59,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4486-cds-WP_000215152.1,GCA_021342655.1,NZ_JAJTPH010000005.1,480,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,60,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4487-cds-WP_000038431.1,GCA_021342655.1,NZ_JAJTPH010000005.1,585,yadN,fimbrial protein,61,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4488-cds-WP_000465941.1,GCA_021342655.1,NZ_JAJTPH010000005.1,741,yadV,fimbrial chaperone,62,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4489-cds-LXO36_RS08650,GCA_021342655.1,NZ_JAJTPH010000005.1,2601,htrE,outer membrane usher protein,63,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4490-cds-WP_000598298.1,GCA_021342655.1,NZ_JAJTPH010000005.1,573,yadM,fimbrial protein,64,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4491-cds-WP_000143210.1,GCA_021342655.1,NZ_JAJTPH010000005.1,603,yadL,fimbrial-like protein YadL,65,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4492-cds-WP_000553751.1,GCA_021342655.1,NZ_JAJTPH010000005.1,597,,fimbrial-like protein,66,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4493-cds-WP_000846606.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1254,,fimbrial-like adhesin,67,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4494-cds-WP_000805472.1,GCA_021342655.1,NZ_JAJTPH010000005.1,795,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,68,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4495-cds-WP_023141025.1,GCA_021342655.1,NZ_JAJTPH010000005.1,867,panC,pantoate--beta-alanine ligase,69,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4496-cds-WP_000404123.1,GCA_021342655.1,NZ_JAJTPH010000005.1,198,,hypothetical protein,70,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4497-cds-WP_000339933.1,GCA_021342655.1,NZ_JAJTPH010000005.1,921,,Rpn family recombination-promoting nuclease/putative transposase,71,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4498-cds-WP_000621515.1,GCA_021342655.1,NZ_JAJTPH010000005.1,381,panD,aspartate 1-decarboxylase,72,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4499-cds-WP_000277941.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1230,yadE,polysaccharide deacetylase family protein,73,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4500-cds-WP_000901994.1,GCA_021342655.1,NZ_JAJTPH010000005.1,441,yadI,PTS sugar transporter subunit IIA,74,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4501-cds-WP_000972203.1,GCA_021342655.1,NZ_JAJTPH010000005.1,771,yadH,ABC transporter permease,75,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4502-cds-WP_000150638.1,GCA_021342655.1,NZ_JAJTPH010000005.1,927,yadG,ABC transporter ATP-binding protein,76,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4503-cds-WP_000651599.1,GCA_021342655.1,NZ_JAJTPH010000005.1,663,can,carbonate dehydratase,77,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4504-cds-WP_000683335.1,GCA_021342655.1,NZ_JAJTPH010000005.1,537,hpt,hypoxanthine phosphoribosyltransferase,78,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4505-cds-WP_001295777.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2391,gcd,quinoprotein glucose dehydrogenase,79,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4506-cds-WP_001189632.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1551,cueO,multicopper oxidase CueO,80,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4507-cds-WP_001295568.1,GCA_021342655.1,NZ_JAJTPH010000005.1,348,yacC,YacC family pilotin-like protein,81,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4508-cds-WP_000818414.1,GCA_021342655.1,NZ_JAJTPH010000005.1,867,speE,polyamine aminopropyltransferase,82,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4509-cds-WP_000734300.1,GCA_021342655.1,NZ_JAJTPH010000005.1,795,speD,adenosylmethionine decarboxylase,83,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4510-cds-WP_000384306.1,GCA_021342655.1,NZ_JAJTPH010000005.1,363,yacL,protein YacL,84,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4511-cds-WP_168870282.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2619,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,85,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4512-cds-WP_000784417.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1764,,DUF3300 domain-containing protein,86,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4513-cds-WP_000102485.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1425,lpdA,dihydrolipoyl dehydrogenase,87,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4514-cds-WP_000963539.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1893,aceF,pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase,88,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4515-cds-WP_000003820.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2664,aceE,pyruvate dehydrogenase (acetyl-transferring)%2C homodimeric type,89,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4516-cds-WP_000331776.1,GCA_021342655.1,NZ_JAJTPH010000005.1,765,pdhR,pyruvate dehydrogenase complex transcriptional repressor PdhR,90,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4517-cds-WP_000282229.1,GCA_021342655.1,NZ_JAJTPH010000005.1,291,,bacteriocin immunity protein,91,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4518-cds-WP_152770476.1,GCA_021342655.1,NZ_JAJTPH010000005.1,246,,hypothetical protein,92,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4519-cds-WP_000543776.1,GCA_021342655.1,NZ_JAJTPH010000005.1,291,,bacteriocin immunity protein,93,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4520-cds-WP_011579049.1,GCA_021342655.1,NZ_JAJTPH010000005.1,171,,hypothetical protein,94,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4521-cds-WP_000282227.1,GCA_021342655.1,NZ_JAJTPH010000005.1,291,,bacteriocin immunity protein,95,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4522-cds-WP_152768542.1,GCA_021342655.1,NZ_JAJTPH010000005.1,246,,hypothetical protein,96,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4523-cds-WP_000471924.1,GCA_021342655.1,NZ_JAJTPH010000005.1,285,,bacteriocin immunity protein,97,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4524-cds-WP_152770488.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1764,tssD,type VI secretion system tube protein TssD,98,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4525-cds-WP_233291378.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1371,aroP,aromatic amino acid transporter AroP,99,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4526-cds-WP_000171980.1,GCA_021342655.1,NZ_JAJTPH010000005.1,855,ampE,beta-lactamase regulator AmpE,100,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4527-cds-WP_000923703.1,GCA_021342655.1,NZ_JAJTPH010000005.1,552,ampD,1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,101,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4528-cds-WP_001135168.1,GCA_021342655.1,NZ_JAJTPH010000005.1,894,nadC,carboxylating nicotinate-nucleotide diphosphorylase,102,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4529-cds-WP_000360914.1,GCA_021342655.1,NZ_JAJTPH010000005.1,441,ppdD,prepilin peptidase-dependent pilin,103,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4530-cds-LXO36_RS08855,GCA_021342655.1,NZ_JAJTPH010000005.1,1386,gspE,type II secretion system protein GspE,104,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4531-cds-WP_000157289.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1203,hofC,protein transport protein HofC,105,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4532-cds-WP_001217320.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1044,guaC,GMP reductase,106,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4534-cds-WP_001269520.1,GCA_021342655.1,NZ_JAJTPH010000005.1,621,coaE,dephospho-CoA kinase,107,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4535-cds-WP_001194731.1,GCA_021342655.1,NZ_JAJTPH010000005.1,744,zapD,cell division protein ZapD,108,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4536-cds-WP_000005042.1,GCA_021342655.1,NZ_JAJTPH010000005.1,198,yacG,DNA gyrase inhibitor YacG,109,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4537-cds-WP_000736048.1,GCA_021342655.1,NZ_JAJTPH010000005.1,399,mutT,8-oxo-dGTP diphosphatase MutT,110,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4538-cds-WP_000905766.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2706,secA,preprotein translocase subunit SecA,111,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4539-cds-WP_152770486.1,GCA_021342655.1,NZ_JAJTPH010000005.1,501,secM,secA translation cis-regulator SecM,112,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4540-cds-WP_000595482.1,GCA_021342655.1,NZ_JAJTPH010000005.1,918,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,113,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4541-cds-WP_000462776.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1152,ftsZ,cell division protein FtsZ,114,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4542-cds-WP_000588474.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1263,ftsA,cell division protein FtsA,115,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4543-cds-WP_000075744.1,GCA_021342655.1,NZ_JAJTPH010000005.1,831,ftsQ,cell division protein FtsQ,116,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4544-cds-WP_000130072.1,GCA_021342655.1,NZ_JAJTPH010000005.1,921,ddlB,D-alanine--D-alanine ligase,117,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4545-cds-WP_001096048.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1476,murC,UDP-N-acetylmuramate--L-alanine ligase,118,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4546-cds-WP_000016567.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1068,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,119,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4547-cds-WP_001295532.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1245,ftsW,cell division protein FtsW,120,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4548-cds-WP_000796460.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1317,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,121,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4549-cds-WP_000964131.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1083,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase,122,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4550-cds-WP_000626694.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1359,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,123,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4551-cds-WP_152770484.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1473,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,124,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4552-cds-WP_000642208.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1767,ftsI,peptidoglycan glycosyltransferase FtsI,125,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4553-cds-WP_000625658.1,GCA_021342655.1,NZ_JAJTPH010000005.1,366,ftsL,cell division protein FtsL,126,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4554-cds-WP_000970479.1,GCA_021342655.1,NZ_JAJTPH010000005.1,942,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,127,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4555-cds-WP_001295770.1,GCA_021342655.1,NZ_JAJTPH010000005.1,459,mraZ,division/cell wall cluster transcriptional repressor MraZ,128,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4556-cds-WP_152768550.1,GCA_021342655.1,NZ_JAJTPH010000005.1,999,cra,catabolite repressor/activator,129,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4558-cds-WP_001252744.1,GCA_021342655.1,NZ_JAJTPH010000005.1,492,ilvN,acetolactate synthase small subunit,130,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4559-cds-WP_000425639.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1725,ilvI,acetolactate synthase 3 large subunit,131,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4560-cds-WP_001295767.1,GCA_021342655.1,NZ_JAJTPH010000005.1,945,leuO,transcriptional regulator LeuO,132,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4562-cds-WP_000082839.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1572,leuA,2-isopropylmalate synthase,133,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4563-cds-WP_000042356.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1092,leuB,3-isopropylmalate dehydrogenase,134,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4564-cds-WP_001140652.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1401,leuC,3-isopropylmalate dehydratase large subunit,135,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4565-cds-WP_000818231.1,GCA_021342655.1,NZ_JAJTPH010000005.1,606,leuD,3-isopropylmalate dehydratase small subunit,136,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4566-cds-WP_001248768.1,GCA_021342655.1,NZ_JAJTPH010000005.1,132,,glucose uptake inhibitor SgrT,137,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4567-cds-WP_001295766.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1656,sgrR,DNA-binding transcriptional regulator SgrR,138,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4569-cds-WP_151286849.1,GCA_021342655.1,NZ_JAJTPH010000005.1,963,thiB,thiamine ABC transporter substrate binding subunit,139,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4570-cds-WP_000235625.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1611,thiP,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,140,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4571-cds-WP_000916271.1,GCA_021342655.1,NZ_JAJTPH010000005.1,699,thiQ,thiamine ABC transporter ATP-binding protein ThiQ,141,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4572-cds-WP_001148411.1,GCA_021342655.1,NZ_JAJTPH010000005.1,765,yabI,DedA family protein,142,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4573-cds-WP_000353207.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1488,,tripartite tricarboxylate transporter permease,143,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4574-cds-WP_001220296.1,GCA_021342655.1,NZ_JAJTPH010000005.1,438,,tripartite tricarboxylate transporter TctB family protein,144,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4575-cds-WP_000831650.1,GCA_021342655.1,NZ_JAJTPH010000005.1,954,,tripartite tricarboxylate transporter substrate binding protein,145,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4576-cds-WP_000848327.1,GCA_021342655.1,NZ_JAJTPH010000005.1,924,,dihydrodipicolinate synthase family protein,146,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4577-cds-WP_000285500.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1233,,PfkB family carbohydrate kinase,147,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4578-cds-WP_001295762.1,GCA_021342655.1,NZ_JAJTPH010000005.1,846,araC,arabinose operon transcriptional regulator AraC,148,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4579-cds-WP_000951881.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1701,araB,ribulokinase,149,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4580-cds-WP_000151734.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1503,araA,L-arabinose isomerase,150,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4581-cds-WP_000888692.1,GCA_021342655.1,NZ_JAJTPH010000005.1,696,araD,L-ribulose-5-phosphate 4-epimerase,151,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4582-cds-WP_152770473.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2376,polB,DNA polymerase II,152,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4583-cds-WP_001117001.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2907,rapA,RNA polymerase-associated protein RapA,153,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4584-cds-WP_000525208.1,GCA_021342655.1,NZ_JAJTPH010000005.1,660,rluA,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA,154,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4585-cds-WP_001200577.1,GCA_021342655.1,NZ_JAJTPH010000005.1,816,djlA,co-chaperone DjlA,155,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4586-cds-WP_000746171.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2355,lptD,LPS assembly protein LptD,156,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4587-cds-WP_000800457.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1287,surA,peptidylprolyl isomerase SurA,157,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4588-cds-WP_000241227.1,GCA_021342655.1,NZ_JAJTPH010000005.1,990,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,158,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4589-cds-WP_001065365.1,GCA_021342655.1,NZ_JAJTPH010000005.1,822,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,159,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4590-cds-WP_000610901.1,GCA_021342655.1,NZ_JAJTPH010000005.1,378,apaG,Co2+/Mg2+ efflux protein ApaG,160,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4591-cds-WP_000257181.1,GCA_021342655.1,NZ_JAJTPH010000005.1,849,apaH,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH,161,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4592-cds-WP_001160964.1,GCA_021342655.1,NZ_JAJTPH010000005.1,285,,CcdB family protein,162,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4593-cds-WP_000125566.1,GCA_021342655.1,NZ_JAJTPH010000005.1,234,,type II toxin-antitoxin system CcdA family antitoxin,163,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4594-cds-WP_000624375.1,GCA_021342655.1,NZ_JAJTPH010000005.1,480,folA,type 3 dihydrofolate reductase,164,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4595-cds-WP_000377106.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1863,kefC,glutathione-regulated potassium-efflux system protein KefC,165,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4596-cds-WP_000600725.1,GCA_021342655.1,NZ_JAJTPH010000005.1,531,kefF,glutathione-regulated potassium-efflux system oxidoreductase KefF,166,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4597-cds-WP_001183209.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1332,yaaU,MFS transporter,167,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4598-cds-WP_000203744.1,GCA_021342655.1,NZ_JAJTPH010000005.1,288,fixX,ferredoxin-like protein FixX,168,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4599-cds-WP_001287712.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1287,fixC,FAD-dependent oxidoreductase,169,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4600-cds-WP_001091513.1,GCA_021342655.1,NZ_JAJTPH010000005.1,942,fixB,electron transfer flavoprotein subunit alpha/FixB family protein,170,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4601-cds-WP_000692217.1,GCA_021342655.1,NZ_JAJTPH010000005.1,771,fixA,electron transfer flavoprotein FixA,171,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4602-cds-WP_000787105.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1515,caiT,L-carnitine/gamma-butyrobetaine antiporter,172,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4603-cds-WP_000347117.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1143,caiA,crotonobetainyl-CoA dehydrogenase,173,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4604-cds-WP_000349970.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1218,caiB,L-carnitine CoA-transferase,174,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4605-cds-WP_001295759.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1554,caiC,crotonobetaine/carnitine-CoA ligase,175,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4606-cds-WP_000004399.1,GCA_021342655.1,NZ_JAJTPH010000005.1,786,caiD,crotonobetainyl-CoA hydratase,176,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4607-cds-LXO36_RS09240,GCA_021342655.1,NZ_JAJTPH010000005.1,591,caiE,carnitine operon protein CaiE,177,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4608-cds-WP_000333124.1,GCA_021342655.1,NZ_JAJTPH010000005.1,396,caiF,carnitine metabolism transcriptional regulator CaiF,178,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4609-cds-WP_001126342.1,GCA_021342655.1,NZ_JAJTPH010000005.1,3222,carB,carbamoyl-phosphate synthase large subunit,179,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4610-cds-WP_001295757.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1149,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,180,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4611-cds-WP_000543585.1,GCA_021342655.1,NZ_JAJTPH010000005.1,822,dapB,4-hydroxy-tetrahydrodipicolinate reductase,181,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4612-cds-WP_000220881.1,GCA_021342655.1,NZ_JAJTPH010000005.1,366,,DUF805 domain-containing protein,182,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4613-cds-WP_000550598.1,GCA_021342655.1,NZ_JAJTPH010000005.1,915,rihC,ribonucleoside hydrolase RihC,183,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4614-cds-WP_001166395.1,GCA_021342655.1,NZ_JAJTPH010000005.1,951,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,184,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4615-cds-WP_000004655.1,GCA_021342655.1,NZ_JAJTPH010000005.1,450,fkpB,FKBP-type peptidyl-prolyl cis-trans isomerase,185,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4616-cds-WP_000083380.1,GCA_021342655.1,NZ_JAJTPH010000005.1,495,lspA,signal peptidase II,186,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4617-cds-WP_001286823.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2817,ileS,isoleucine--tRNA ligase,187,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4618-cds-WP_000767329.1,GCA_021342655.1,NZ_JAJTPH010000005.1,942,ribF,bifunctional riboflavin kinase/FAD synthetase,188,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4619-cds-WP_012896724.1,GCA_021342655.1,NZ_JAJTPH010000005.1,219,yaaY,DUF2575 family protein,189,-
GCA_021342655.1-NZ_JAJTPH010000005.1-4620-cds-WP_001274021.1,GCA_021342655.1,NZ_JAJTPH010000005.1,264,rpsT,30S ribosomal protein S20,190,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4621-cds-WP_000100026.1,GCA_021342655.1,NZ_JAJTPH010000005.1,1374,,MFS transporter,191,+
GCA_021342655.1-NZ_JAJTPH010000005.1-4622-cds-WP_000008156.1,GCA_021342655.1,NZ_JAJTPH010000005.1,2040,,glycoside hydrolase family 31 protein,192,+
